version_tag,text,label,pred,True_Label_Name,Pred_Label_Name,confidence,margin,error_type,model_name,use_lora,timestamp,run_id,split,correct,fp16
V1_LoRA,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",1,0,neutral,negative,0.9400840997695924,0.880773663520813,misclassification,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,0,True
V1_LoRA,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,2,2,positive,positive,0.998497724533081,0.9974799752235411,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,0,0,negative,negative,0.998259961605072,0.9967023730278016,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",1,1,neutral,neutral,0.9834825992584229,0.9670974612236024,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Operating profit improved by 16.7 % to EUR 7.7 mn .,2,2,positive,positive,0.9978222846984864,0.9957231879234314,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The total value of the contract is some EUR 8 million .,1,1,neutral,neutral,0.998361885547638,0.9969655275344848,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",1,1,neutral,neutral,0.9979599714279176,0.9965831637382508,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The bond has a value of EUR150m and a maturity of 4 years .,1,1,neutral,neutral,0.9983843564987184,0.9972904920578004,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,1,1,neutral,neutral,0.9958600401878356,0.9918941855430604,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Marimekko is considering further measures in the matter .,1,1,neutral,neutral,0.9951449036598206,0.9907302856445312,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,It 's not .,1,1,neutral,neutral,0.978182017803192,0.9567445516586304,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,2,2,positive,positive,0.9972646236419678,0.9947364926338196,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The profit after taxes was EUR 57.7 11.1 million .,1,1,neutral,neutral,0.9979401230812072,0.9963067173957824,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",1,1,neutral,neutral,0.997858703136444,0.9959077835083008,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",1,1,neutral,neutral,0.9946678876876832,0.989467442035675,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Why not give your bedroom a cool makeover for summer .,1,1,neutral,neutral,0.9969471096992492,0.9951913356781006,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The company operates worldwide and employs in total approximately 47,000 persons .",1,1,neutral,neutral,0.9979416728019714,0.9960671663284302,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",1,1,neutral,neutral,0.998158037662506,0.9965991377830504,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The dividends payable annually shall be deducted from the share subscription price .,1,1,neutral,neutral,0.9979720711708068,0.9963402152061462,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",0,0,negative,negative,0.9968691468238832,0.9938827157020568,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,2,2,positive,positive,0.9986698627471924,0.9974153637886048,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,NWC ANALYSIS :,1,1,neutral,neutral,0.997342884540558,0.9948610663414,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",2,2,positive,positive,0.9910889863967896,0.9823249578475952,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",1,0,neutral,negative,0.5609592199325562,0.1599619090557098,misclassification,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,0,True
V1_LoRA,No planned closing date was provided .,1,1,neutral,neutral,0.9966039657592772,0.9933519959449768,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The value of the total investment is about EUR 600mn .,1,1,neutral,neutral,0.9985606074333192,0.9974729418754578,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,0,0,negative,negative,0.9980592131614684,0.9962963461875916,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with",1,1,neutral,neutral,0.9975631237030028,0.9963173270225524,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,1,1,neutral,neutral,0.998229682445526,0.9970178604125975,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Most of the dividend will go to the Grimaldi family .,1,1,neutral,neutral,0.998407781124115,0.9971376061439514,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The total value of these two contracts is over EUR 21 million .,1,1,neutral,neutral,0.9982354640960692,0.9967065453529358,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",2,2,positive,positive,0.998673677444458,0.9974542260169984,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",2,2,positive,positive,0.9989784955978394,0.9981666803359984,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",2,2,positive,positive,0.998497724533081,0.9970778226852416,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",1,1,neutral,neutral,0.997547209262848,0.9953002333641052,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",1,1,neutral,neutral,0.9981585144996644,0.9964827299118042,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",2,2,positive,positive,0.9989101886749268,0.9979009628295898,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,1,1,neutral,neutral,0.9954734444618224,0.992165982723236,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",1,1,neutral,neutral,0.9984305500984192,0.9972919225692748,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",1,1,neutral,neutral,0.9983112812042236,0.9969163537025452,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",2,2,positive,positive,0.9984782338142396,0.9970275163650512,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",2,2,positive,positive,0.9985328912734984,0.9971376657485962,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",2,2,positive,positive,0.9984320998191832,0.9969671964645386,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",1,1,neutral,neutral,0.9978877902030944,0.9959368109703064,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",2,2,positive,positive,0.9985675811767578,0.9972809553146362,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",1,1,neutral,neutral,0.9981061220169068,0.996572971343994,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",0,0,negative,negative,0.9968030452728271,0.9937385320663452,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The first stage of the contract covers 133 stores and 600 cash registers .,1,1,neutral,neutral,0.9978518486022948,0.9958856105804444,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,2,2,positive,positive,0.9988480806350708,0.9977600574493408,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",2,2,positive,positive,0.9985300302505492,0.9973119497299194,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,1,1,neutral,neutral,0.9984771609306335,0.9972721338272096,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",2,2,positive,positive,0.98249614238739,0.9658127427101136,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",0,0,negative,negative,0.998242735862732,0.9968762397766112,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",0,0,negative,negative,0.9980465173721312,0.9970450401306152,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The final price will be specified by 14 May 2010 , the acquiring company said .",1,1,neutral,neutral,0.9984378218650818,0.9971860647201538,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",1,1,neutral,neutral,0.9983512163162231,0.997287929058075,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,0,0,negative,negative,0.99665629863739,0.9934514760971068,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",1,1,neutral,neutral,0.9983842372894288,0.9970308542251588,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",2,2,positive,positive,0.9984531402587892,0.9969767332077026,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on th,1,1,neutral,neutral,0.9981050491333008,0.9964904189109802,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,2,2,positive,positive,0.9985594153404236,0.99722021818161,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0,0,negative,negative,0.9972890615463256,0.9947903156280518,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,0,0,negative,negative,0.9978199005126952,0.9965063333511353,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,1,1,neutral,neutral,0.996817708015442,0.9937636256217957,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",0,0,negative,negative,0.9980206489562988,0.9962283372879028,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",1,1,neutral,neutral,0.9892233610153198,0.9792077541351318,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",1,1,neutral,neutral,0.998188316822052,0.9966624975204468,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",1,1,neutral,neutral,0.9978561997413636,0.995961606502533,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0,0,negative,negative,0.9974130988121032,0.9949695467948914,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1,1,neutral,neutral,0.9983654618263244,0.9971711039543152,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Net sales have been eaten by the weak US dollar .,0,0,negative,negative,0.9956722259521484,0.991490364074707,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Productional situation has now improved .,2,2,positive,positive,0.9982047080993652,0.996533751487732,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,1,1,neutral,neutral,0.9976715445518494,0.9955061078071594,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The energy shot is packed in a 100-millilitre bag with a screw cap .,1,1,neutral,neutral,0.9976575374603271,0.9955298900604248,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,1,1,neutral,neutral,0.9980236291885376,0.9965607523918152,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The value of the order is EUR 700,000 .",1,1,neutral,neutral,0.9983736276626588,0.9973092675209044,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",1,1,neutral,neutral,0.9961053729057312,0.9925909042358398,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Return on capital employed rose by 4.8 percentage points to 19.6 % .,2,2,positive,positive,0.9988129138946532,0.9977132081985474,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The company says the measures are no longer needed .,1,1,neutral,neutral,0.963058590888977,0.926277756690979,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,0,0,negative,negative,0.997037410736084,0.9941858649253844,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 m",0,0,negative,negative,0.9978516101837158,0.9958466291427612,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0,0,negative,negative,0.9928305745124816,0.985773503780365,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The trade is in accordance with the agreement announced on 26 March 2008 .,1,1,neutral,neutral,0.997488498687744,0.9957505464553832,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",1,1,neutral,neutral,0.9968948364257812,0.9940199255943298,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The total capacity of the factory will be approximately 100 engines a year .,1,1,neutral,neutral,0.9984026551246644,0.9972684979438782,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,0,0,negative,negative,0.9949093461036682,0.9899567365646362,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The maximum number of new shares to be offered is 22 million .,1,1,neutral,neutral,0.997970163822174,0.9961726665496826,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",2,2,positive,positive,0.950612723827362,0.9020318388938904,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,GyPSii service supports ten different languages including Korean and Russian .,1,1,neutral,neutral,0.9980626702308656,0.9964178800582886,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,No changes in media activity were seen in October compared with September .,1,1,neutral,neutral,0.8739464282989502,0.7482881546020508,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",1,1,neutral,neutral,0.9974427223205566,0.9958480000495912,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,VNH generates annual net sales of about 5 mln eur and employs 21 people .,1,1,neutral,neutral,0.9979871511459352,0.9961737990379332,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,1,1,neutral,neutral,0.9968108534812928,0.993770182132721,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",1,1,neutral,neutral,0.9976834058761596,0.9960311651229858,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1,1,neutral,neutral,0.998112678527832,0.99650901556015,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
V1_LoRA,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",2,2,positive,positive,0.9983951449394226,0.9973286986351012,ok,ProsusAI/finbert,True,2026-02-11T02:15:35Z,finlora_gpu_v1,test,1,True
